USA/AK-PHL002/2020	Alaska
USA/AK-PHL003/2020	Alaska
USA/AK-PHL006/2020	Alaska
USA/AK-PHL015/2020	Alaska
USA/AK-PHL037/2020	Alaska
USA/AK-PHL077/2020	Alaska
USA/AK-PHL092/2020	Alaska
USA/AK-PHL101/2020	Alaska
USA/AK-PHL115/2020	Alaska
USA/AK-PHL118/2020	Alaska
USA/AZ-ASU2922/2020	Arizona
USA/AZ-ASU2923/2020	Arizona
USA/AZ-ASU2936/2020	Arizona
USA/AZ-TG268002/2020	Arizona
USA/AZ-TG268099/2020	Arizona
USA/AZ-TG268183/2020	Arizona
USA/AZ-TG268188/2020	Arizona
USA/AZ-TG268281/2020	Arizona
USA/AZ-TG268282/2020	Arizona
USA/AZ-TG268289/2020	Arizona
USA/AZ-TG268350/2020	Arizona
USA/AZ-TG268360/2020	Arizona
USA/AZ-TG268417/2020	Arizona
USA/AZ-TG268629/2020	Arizona
USA/AZ-TG268657/2020	Arizona
USA/AZ-TG268770/2020	Arizona
USA/AZ-TG268893/2020	Arizona
USA/AZ-TG268903/2020	Arizona
USA/AZ-TG268905/2020	Arizona
USA/AZ-TG268909/2020	Arizona
USA/AZ-TG268911/2020	Arizona
USA/AZ-TG268913/2020	Arizona
USA/AZ-TG268915/2020	Arizona
USA/AZ-TG268917/2020	Arizona
USA/AZ-TG269027/2020	Arizona
USA/AZ-TG269238/2020	Arizona
USA/AZ-TG269290/2020	Arizona
USA/AZ-TG269358/2020	Arizona
USA/AZ-TG269439/2020	Arizona
USA/AZ-TG269440/2020	Arizona
USA/AZ-TG269824/2020	Arizona
USA/AZ-TG269848/2020	Arizona
USA/AZ-TG269856/2020	Arizona
USA/AZ-TG269863/2020	Arizona
USA/AZ-TG269875/2020	Arizona
USA/AZ-TG269883/2020	Arizona
USA/AZ-TG270152/2020	Arizona
USA/AZ-TG270200/2020	Arizona
USA/AZ-TG271435/2020	Arizona
USA/AZ-TG271578/2020	Arizona
USA/AZ-TG271591/2020	Arizona
USA/AZ-TG271854/2020	Arizona
USA/AZ-TG271856/2020	Arizona
USA/AZ-TG271860/2020	Arizona
USA/AZ-TG271862/2020	Arizona
USA/AZ-TG271864/2020	Arizona
USA/AZ-TG271866/2020	Arizona
USA/AZ-TG271868/2020	Arizona
USA/AZ-TG271870/2020	Arizona
USA/AZ-TG271872/2020	Arizona
USA/AZ-TG271878/2020	Arizona
USA/AZ-TG271880/2020	Arizona
USA/AZ-TG271882/2020	Arizona
USA/AZ-TG271884/2020	Arizona
USA/AZ-TG271886/2020	Arizona
USA/AZ-TG271888/2020	Arizona
USA/AZ-TG271890/2020	Arizona
USA/AZ-TG271892/2020	Arizona
USA/AZ-TG271894/2020	Arizona
USA/AZ-TG271896/2020	Arizona
USA/AZ-TG271898/2020	Arizona
USA/AZ-TG271900/2020	Arizona
USA/AZ-TG271902/2020	Arizona
USA/AZ-TG271922/2020	Arizona
USA/AZ-TG272213/2020	Arizona
USA/AZ-TG272215/2020	Arizona
USA/AZ-TG273280/2020	Arizona
USA/AZ-TG273282/2020	Arizona
USA/AZ-TG273286/2020	Arizona
USA/AZ-TG273294/2020	Arizona
USA/AZ-TG273300/2020	Arizona
USA/AZ-TG273302/2020	Arizona
